,cast,crew,id
3046,"['Allan Corduner', 'Jim Broadbent', 'Timothy Spall']",Mike Leigh,46435
3047,"['Anne Arthur', 'Karin Field', 'Sabrina Koch']",Radley Metzger,94260
3048,"['Wesley Snipes', 'Dennis Hopper', 'Lolita Davidovich']",James B. Harris,22213
3049,"['Brooke Shields', 'Timothy Dalton', 'Tony Peck']",Robert Ellis Miller,47070
3050,"['Jack Nicholson', 'Candice Bergen', 'Art Garfunkel']",Mike Nichols,36492
3051,"['Peter Fonda', 'Dennis Hopper', 'Antonio Mendoza']",Dennis Hopper,624
3052,"['Timothy Hutton', 'Sean Penn', 'Pat Hingle']",John Schlesinger,26578
3053,"['Chief Thundercloud', 'Lynne Roberts', 'Stanley Andrews']",John English,415072
3054,"['Simone Signoret', 'Laurence Harvey', 'Heather Sears']",Jack Clayton,43103
3055,"['Kirk Douglas', 'Anthony Quinn', 'Rossana Podestà']",Mario Camerini,43194
3056,"['Al Pacino', 'Cameron Diaz', 'Dennis Quaid']",Oliver Stone,9563
3057,"['Jim Carrey', 'Courtney Love', 'Bob Zmuda']",Miloš Forman,1850
3058,"['Tim Allen', 'Sigourney Weaver', 'Alan Rickman']",Dean Parisot,926
3059,"['Matt Damon', 'Gwyneth Paltrow', 'Jude Law']",Anthony Minghella,1213
3060,"['Ice Cube', 'Mike Epps', 'Justin Pierce']",Steve Carr,10471
3061,"['Denzel Washington', 'Vicellous Reon Shannon', 'Deborah Kara Unger']",Norman Jewison,10400
3062,"['Emily Watson', 'Robert Carlyle', 'Joe Breen']",Alan Parker,10397
3063,"['Antonio Banderas', 'Woody Harrelson', 'Lolita Davidovich']",Ron Shelton,20761
3064,"['Anthony Hopkins', 'Jessica Lange', 'Jonathan Rhys Meyers']",Julie Taymor,12524
3065,"['Fred A. Leuchter Jr.', 'Robert Jan Van Pelt', 'David Irving']",Errol Morris,28216
3066,"['Ed Harris', 'Anne Heche', 'Armin Mueller-Stahl']",Agnieszka Holland,36773
3067,"['Kyra Sedgwick', 'Stanley Tucci', 'Robin Tunney']",Jennifer Leitzes,30814
3068,"['Ethan Hawke', 'Youki Kudoh', 'Reeve Carney']",Scott Hicks,10219
3069,"['Winona Ryder', 'Angelina Jolie', 'Clea DuVall']",James Mangold,3558
3070,['Ryan Daugherty'],Julian Goldberger,104878
3071,[],Aviva Kempner,41276
3072,"['Frankie Muniz', 'Diane Lane', 'Kevin Bacon']",Jay Russell,17908
3073,"['James Spader', 'Angela Bassett', 'Robert Forster']",Walter Hill,10384
3074,['John Lynch'],Marion Hänsel,125317
3075,"['Ayesha Dharker', 'K. Krishna', 'Vishwas']",Santosh Sivan,48233
3076,"['Barbra Streisand', 'Robert Redford', 'Bradford Dillman']",Sydney Pollack,10236
3077,"['Mary Pickford', 'Lloyd Hughes', 'Gloria Hope']",John S. Robertson,71067
3078,"['William Holden', 'Don Taylor', 'Otto Preminger']",Billy Wilder,632
3079,"['Sean Connery', 'Mark Harmon', 'Meg Ryan']",Peter Hyams,11851
3080,"['Steve McQueen', 'Dustin Hoffman', 'Victor Jory']",Franklin J. Schaffner,5924
3081,"['Frank Sinatra', 'Kim Novak', 'Rita Hayworth']",George Sidney,33734
3082,"['Jack Nicholson', 'Otis Young', 'Randy Quaid']",Hal Ashby,14886
3083,"['Jack Nicholson', 'Susan Anspach', 'Karen Black']",Bob Rafelson,26617
3084,"['Helmut Döring', 'Paul Glauer', 'Gisela Hertwig']",Werner Herzog,11900
3085,"['Nicole Kidman', 'Sam Neill', 'Billy Zane']",Phillip Noyce,10493
3086,"['Gregory Peck', 'Laurence Olivier', 'James Mason']",Franklin J. Schaffner,16241
3087,"['Barbara Steele', 'John Richardson', 'Ivo Garrani']",Mario Bava,27632
3088,"['Jeff Bridges', 'Rachel Ward', 'James Woods']",Taylor Hackford,22160
3089,"['Gregory Peck', 'Susan Hayward', 'Ava Gardner']",Henry King,4460
3090,"['Emilio Estevez', 'Samuel L. Jackson', 'Jon Lovitz']",Gene Quintano,9644
3091,"['Rita Hayworth', 'Glenn Ford', 'Ron Randell']",Charles Vidor,43455
3092,"['Sean Penn', 'Jennifer Jason Leigh', 'Judge Reinhold']",Amy Heckerling,13342
3093,"['Meryl Streep', 'Sam Neill', 'Dale Reeves']",Fred Schepisi,35119
3094,"['George Segal', 'Paula Prentiss', 'Karen Black']",Ivan Passer,21256
3095,"['Kevin Conroy', 'Mark Hamill', 'Dana Delany']",Bruce Timm,14919
3096,"['Kevin Costner', 'David Marshall Grant', 'Rae Dawn Chong']",John Badham,14040
3097,"['Max von Sydow', 'Faye Dunaway', 'Oskar Werner']",Stuart Rosenberg,75641
3098,"['Soledad Miranda', 'Ewa Strömberg', 'Dennis Price']",Jesús Franco,17343
3099,"['Janet Gaynor', 'Fredric March', 'Adolphe Menjou']",William A. Wellman,22692
3100,"['Edith Meeks', 'Millie White', 'Buck Smith']",Todd Haynes,47620
3101,"['Melanie Griffith', 'Matthew Modine', 'Michael Keaton']",John Schlesinger,2990
3102,"['Dennis Hopper', 'Linda Lawson', 'Gavin Muir']",Curtis Harrington,38775
3103,"['Anthony Higgins', 'Janet Suzman', 'Dave Hill']",Peter Greenaway,10831
3104,"['Julia Migenes', 'Ruggero Raimondi', 'Faith Esham']",Francesco Rosi,21193
3105,"['Frances Barber', 'Joss Ackland', 'Brian Deacon']",Peter Greenaway,33078
3106,"['Eiji Okada', 'Kyoko Kishida', 'Ginzô Sekiguchi']",Hiroshi Teshigahara,16672
3107,"['Freddie Prinze Jr.', 'Julia Stiles', 'Selma Blair']",Kris Isacsson,10472
3108,[],,123277
3109,"['Nancho Novo', 'Cayetana Guillén Cuervo', 'Ingrid Rubio']",Alfonso Albacete,79474
3110,"['Eric Schaeffer', 'Eric Mabius']",Eric Schaeffer,97805
3111,"['Bette Davis', 'Gary Merrill', 'Emlyn Williams']",Irving Rapper,53714
3112,"['Jon Voight', 'Maximilian Schell', 'Mary Tamm']",Ronald Neame,21489
3113,"['Edward Jobson', 'Beulah Booker', 'Edward Connelly']",Herbert Blaché,51392
3114,"['Buster Keaton', 'T. Roy Barnes', 'Snitz Edwards']",Buster Keaton,32600
3115,"['Rita Tushingham', 'Lynn Redgrave', 'Michael York']",Desmond Davis,110479
3116,[],Charles R. Rondeau,299121
3117,"['Bill Murray', 'Peter Boyle', 'Bruno Kirby']",Art Linson,13005
3118,"['John Rubinstein', 'Patricia Quinn', 'Don Johnson']",George Englund,65134
3119,[],Mikael Kristersson,121738
3120,"['Ewan McGregor', 'Ashley Judd', 'Patrick Bergin']",Stephan Elliott,18681
3121,"['Bette Midler', 'Nathan Lane', 'Stockard Channing']",Andrew Bergman,75531
3122,"['Craig Ferguson', 'David Rasche', 'Mary McCormack']",Kevin Allen,20468
3123,"['Orgyen Tobgyal', 'Neten Chokling', 'Jamyang Lodro']",Khyentse Norbu,14521
3124,"['Dolores Heredia', 'Demián Bichir', 'Alberto Estrella']",Alejandro Springall,46835
3125,"['Sean Astin', 'Brendan Fraser', 'Pauly Shore']",Les Mayfield,10406
3126,"['Richard Dreyfuss', 'Marsha Mason', 'Quinn Cummings']",Herbert Ross,14741
3127,"['Sergio Corrieri', 'Luz María Collazo', 'José Gallardo']",Mikhail Kalatozov,32015
3128,"['Denzel Washington', 'Angela Bassett', 'Albert Hall']",Spike Lee,1883
3129,"['Whoopi Goldberg', 'Maggie Smith', 'Kathy Najimy']",Emile Ardolino,2005
3130,"['Whoopi Goldberg', 'Kathy Najimy', 'James Coburn']",Bill Duke,6279
3131,"['Annabella Sciorra', 'Rebecca De Mornay', 'Matt McCoy']",Curtis Hanson,11087
3132,"['Ethan Hawke', 'Vincent Spano', 'Josh Hamilton']",Frank Marshall,7305
3133,"['Jane Fonda', 'Anne Bancroft', 'Meg Tilly']",Norman Jewison,24735
3134,"['Al Pacino', ""Chris O'Donnell"", 'James Rebhorn']",Martin Brest,9475
3135,"['Mike Myers', 'Dana Carvey', 'Rob Lowe']",Penelope Spheeris,8872
3136,"['Mike Myers', 'Dana Carvey', 'Christopher Walken']",Stephen Surjik,8873
3137,"['Tom Hanks', 'Geena Davis', 'Madonna']",Penny Marshall,11287
3138,"['Harrison Ford', 'Anne Archer', 'Patrick Bergin']",Phillip Noyce,9869
3139,"['Whitney Houston', 'Kevin Costner', 'Michele Lamar Richards']",Mick Jackson,619
3140,"['Meryl Streep', 'Bruce Willis', 'Goldie Hawn']",Robert Zemeckis,9374
3141,"['Tom Cruise', 'Nicole Kidman', 'Thomas Gibson']",Ron Howard,11259
3142,"['Vanessa Redgrave', 'Helena Bonham Carter', 'Emma Thompson']",James Ivory,8293
3143,"['Bridget Fonda', 'Campbell Scott', 'Kyra Sedgwick']",Cameron Crowe,11068
3144,"['Sheryl Lee', 'Ray Wise', 'Mädchen Amick']",David Lynch,1923
3145,"['Wesley Snipes', 'Woody Harrelson', 'Rosie Perez']",Ron Shelton,10158
3146,"['Kristy Swanson', 'Donald Sutherland', 'Paul Reubens']",Fran Rubel Kuzui,10206
3147,"['Chow Yun-fat', 'Tony Leung Chiu-Wai', 'Anthony Wong']",John Woo,11782
3148,"['Benoît Poelvoorde', 'Rémy Belvaux', 'André Bonzel']",Benoît Poelvoorde,10086
3149,"['Carlos Gallardo', 'Jaime de Hoyos', 'Peter Marquardt']",Robert Rodriguez,9367
3150,"['Sylvester Stallone', 'Estelle Getty', 'JoBeth Williams']",Roger Spottiswoode,9876
3151,"['Mel Gibson', 'Jamie Lee Curtis', 'Elijah Wood']",Steve Miner,10326
3152,"['D. B. Sweeney', 'Moira Kelly', 'Roy Dotrice']",Paul Michael Glaser,16562
3153,"['John Malkovich', 'Gary Sinise', 'Ray Walston']",Gary Sinise,9609
3154,"['Harvey Keitel', 'Victor Argo', 'Frankie Thorn']",Abel Ferrara,12143
3155,"['David Arquette', 'Neve Campbell', 'Courteney Cox']",Wes Craven,4234
3156,"['Bridget Fonda', 'Jennifer Jason Leigh', 'Steven Weber']",Barbet Schroeder,9605
3157,"['Willem Dafoe', 'Norman Reedus', 'Sean Patrick Flanery']",Troy Duffy,8374
3158,"['Sandra Bullock', 'Liam Neeson', 'Oliver Platt']",Eric Blakeney,29076
3159,"['Josep Maria Pou', 'Rosa Maria Sardà', 'Mario Gas']",Ventura Pons,80471
3160,[],Monika Treut,49477
3161,"['Sophia Adella Luke', 'Eduardo Yáñez', 'Tony Plana']",Lorenzo Doumani,121940
3162,"['Anjanette Comer', 'Ruth Roman', 'Marianna Hill']",Ted Post,28156
3163,[],Susan Muska,113096
3164,"['Rupert Graves', 'Steven Mackintosh', 'Miriam Margolyes']",Richard Spence,106837
3165,"['Gena Rowlands', 'Seymour Cassel', 'Val Avery']",John Cassavetes,24349
3166,"['George C. Scott', 'Joanne Woodward', 'Jack Gilford']",Anthony Harvey,27841
3167,"['Leonardo DiCaprio', 'Guillaume Canet', 'Tilda Swinton']",Danny Boyle,1907
3168,"['Chevy Chase', 'Chris Elliott', 'Jean Smart']",Chris Koch,15489
3169,"['Jim Cummings', 'Nikita Hopkins', 'Ken Sansom']",Jun Falkenstein,15655
3170,"['Greta Scacchi', 'Madhur Jaffrey', 'James Wilby']",Ismail Merchant,68546
3171,"['Minzhi Wei', 'Huike Zhang', 'Zhenda Tian']",Zhang Yimou,36210
3172,"['David Rosen', 'Alexa Jago', 'Jonathan Aube']",Tina Valinsky,279444
3173,"['Gary Dourdan', 'Gretchen Palmer', 'Soloman K. Smith']",Rob Hardy,77908
3174,"['Cornel Wilde', 'Jean Wallace', 'Brian Donlevy']",Joseph H. Lewis,22342
3175,"['Tilda Swinton', 'Francesca Faridany', 'Timothy Leary']",Lynn Hershman Leeson,96484
3176,"['Neville Brand', 'Mel Ferrer', 'Carolyn Jones']",Tobe Hooper,30062
3177,"['Bruce Jones', 'Julie Brown', 'Gemma Phoenix']",Ken Loach,62463
3178,"['Sidney Poitier', 'Suzy Kendall', 'Christian Roberts']",James Clavell,25934
3179,"['Floyd Gibbons', 'Richard E. Byrd']",Julian Johnson,101383
3180,"['Giovanni Ribisi', 'Vin Diesel', 'Nia Long']",Ben Younger,14181
3181,"['Meg Ryan', 'Diane Keaton', 'Lisa Kudrow']",Diane Keaton,10385
3182,"['Vin Diesel', 'Radha Mitchell', 'Cole Hauser']",David Twohy,2787
3183,"['Bruce Willis', 'Matthew Perry', 'Rosanna Arquette']",Jonathan Lynn,2069
3184,"['Charlotte Coleman', 'Charles Kay', 'Rosalind Ayres']",Jasmin Dizdar,61416
3185,[],Steven Okazaki,79515
3186,"['Richard Pryor', 'Harvey Keitel', 'Yaphet Kotto']",Paul Schrader,14839
3187,"['John Carradine', 'Jean Parker', 'Nils Asther']",Edgar G. Ulmer,42186
3188,"['Charlie Chaplin', 'Al Ernest Garcia', 'Merna Kennedy']",Charlie Chaplin,28978
3189,"['Charlie Chaplin', 'Virginia Cherrill', 'Florence Lee']",Charlie Chaplin,901
3190,"['Matt Dillon', 'Héctor Elizondo', 'Molly McCarthy']",Garry Marshall,25010
3191,"['Charlie Chaplin', 'Edna Purviance', 'Dave Anderson']",Charlie Chaplin,36208
3192,"['Charlie Chaplin', 'Jackie Coogan', 'Edna Purviance']",Charlie Chaplin,10098
3193,"['James Stewart', 'Arthur Kennedy', 'Donald Crisp']",Anthony Mann,18264
3194,"['Forrest Tucker', 'Julie Adams', 'Max Baer, Jr.']","Max Baer, Jr.",291861
3195,"['Gerrit Graham', 'Michael Lerner', 'Misty Rowe']",Michael Miller,33374
3196,"['Kirk Douglas', 'Eve Miller', 'Patrice Wymore']",Felix E. Feist,43368
3197,"['David Niven', 'Vera-Ellen', 'Cesar Romero']",H. Bruce Humberstone,127602
3198,"['Ben Affleck', 'Gary Sinise', 'Charlize Theron']",John Frankenheimer,2155
3199,"['Michael Douglas', 'Tobey Maguire', 'Frances McDormand']",Curtis Hanson,11004
3200,"['Kevin Pollak', 'Timothy Hutton', 'Sheryl Lee Ralph']",Rod Lurie,25212
3201,"['Barbara Barrie', 'Edie Falco', 'Madeline Kahn']",Eric Mendelsohn,36048
3202,"['Anders W. Berthelsen', 'Iben Hjejle', 'Jesper Asholt']",Søren Kragh-Jacobsen,139
3203,['Will Arnett'],Ken Liotti,210307
3204,"['Brian Hooks', ""N'Bushe Wright"", 'Faizon Love']",DJ Pooh,47816
3205,"['Salma Hayek', 'Jeff Goldblum', 'Elijah Wood']",Pontus Löwenhielm,20682
3206,"['Danny DeVito', 'Bette Midler', 'Neve Campbell']",Nick Gomez,25166
3207,"['Madonna', 'Rupert Everett', 'Benjamin Bratt']",John Schlesinger,1831
3208,"['Garry Shandling', 'Annette Bening', 'John Goodman']",Mike Nichols,10416
3209,"['Mick Foley', 'Terry Funk', 'Vince McMahon']",Barry W. Blaustein,14271
3210,"['Forest Whitaker', 'Cliff Gorman', 'Tricia Vessey']",Jim Jarmusch,4816
3211,"['Noah Taylor', 'Loene Carmen', 'Ben Mendelsohn']",John Duigan,19958
3212,"['Natalie Wood', 'Warren Beatty', 'Pat Hingle']",Elia Kazan,28569
3213,"['Caren Kaye', 'Matt Lattanzi', 'Kevin McCarthy']",George Bowers,2193
3214,['Rex Allen'],James Algar,64871
3215,"['Beryl Reid', 'Susannah York', 'Coral Browne']",Robert Aldrich,54575
3216,"['Humphrey Bogart', 'Edward G. Robinson', 'Lauren Bacall']",John Huston,11016
3217,"['Lyle Talbot', 'Herbert Rawlinson', 'Steve Reeves']",Edward D. Wood Jr.,23020
3218,"['Pauline Murray', 'Sebastian Shaw', 'Bart Allison']",Kevin Brownlow,54195
3219,"['Orson Welles', 'Oliver Reed', 'Carol White']",Michael Winner,139058
3220,"['Jim Lovell', 'Russell Schweickart', 'Eugene Cernan']",Al Reinert,20423
3221,"['James Coburn', 'Maximilian Schell', 'James Mason']",Sam Peckinpah,10839
3222,"['Bela Lugosi', 'Tony McCoy', 'Tor Johnson']",Edward D. Wood Jr.,36489
3223,"['Judy Holliday', 'Broderick Crawford', 'William Holden']",George Cukor,24481
3224,"['Matthew Modine', 'Nicolas Cage', 'John Harkins']",Alan Parker,11296
3225,"['Rebecca De Mornay', 'Vincent Spano', 'Frank Langella']",Roger Vadim,61651
3226,"['William Kerwin', 'Mal Arnold', 'Connie Mason']",Herschell Gordon Lewis,28172
3227,"['Ron Brown', 'Bryan Russell', 'Linda Wallace']",Winston Hibler,57855
3228,"['Gordon Oas-Heim', 'Candi Conder', 'Elyn Warner']",Herschell Gordon Lewis,28180
3229,"['Charles Martin Smith', 'Zachary Ittimangnaq', 'Samson Jorah']",Carroll Ballard,14280
3230,"['Max von Sydow', 'Trevor Howard', 'Liv Ullmann']",László Benedek,72086
3231,"['Betty Hutton', 'John Lund', 'Billy De Wolfe']",George Marshall,149687
3232,"['Sidney Poitier', 'Claudia McNeil', 'Ruby Dee']",Daniel Petrie,29478
3233,"['Connie Mason', 'William Kerwin', 'Jeffrey Allen']",Herschell Gordon Lewis,28177
3234,"['Michael Rooker', 'Selma Blair', 'Brion James']",Jason Freeland,64166
3235,"['Ian Hart', 'Sean McGinley', 'Niamh Cusack']",Aileen Ritchie,73642
3236,"['Gary Sinise', 'Tim Robbins', 'Don Cheadle']",Brian De Palma,2067
3237,"['Johnny Depp', 'Frank Langella', 'Lena Olin']",Roman Polanski,622
3238,"['Patrick Achdjian', 'William S. Burroughs', 'Anna Condo']",John McNaughton,110666
3239,"['Catherine Deneuve', 'Sandrine Bonnaire', 'Oleg Menshikov']",Régis Wargnier,28463
3240,"['Albert Brooks', 'Meryl Streep', 'Rip Torn']",Albert Brooks,12186
3241,"['Dennis Quaid', 'Daniel Stern', 'Jackie Earle Haley']",Peter Yates,20283
3242,"['Gene Hackman', 'Barbara Hershey', 'Dennis Hopper']",David Anspaugh,5693
3243,"['Kevin Costner', 'Susan Sarandon', 'Tim Robbins']",Ron Shelton,287
3244,"['Al Pacino', 'John Cazale', 'Charles Durning']",Sidney Lumet,968
3245,"['Richard Dreyfuss', 'Ron Howard', 'Paul Le Mat']",George Lucas,838
3246,"['Sterling Hayden', 'Louis Calhern', 'Jean Hagen']",John Huston,16958
3247,"['John Wayne', 'Jeffrey Hunter', 'Vera Miles']",John Ford,3114
3248,"['William Holden', 'Cliff Robertson', 'Vince Edwards']",Andrew V. McLaglen,31938
3249,"['Gregory Peck', 'Jean Simmons', 'Carroll Baker']",William Wyler,12501
3250,"['Jean Gabin', 'Alain Delon', 'Maurice Biraud']",Henri Verneuil,22650
3251,"['Debra Winger', 'Tom Berenger', 'John Heard']",Costa-Gavras,31618
3252,"['David Carradine', 'Ronny Cox', 'Melinda Dillon']",Hal Ashby,42232
3253,"['George Segal', 'Ben Gazzara', 'Robert Vaughn']",John Guillermin,15873
3254,"['Sidney Poitier', 'Harry Belafonte', 'Ruby Dee']",Joseph Sargent,26928
3255,"['Cora Lee Day', 'Alva Rogers', 'Barbarao']",Julie Dash,68427
3256,"['John Archer', 'Warner Anderson', 'Tom Powers']",Irving Pichel,25392
3257,"['Fernand Gravey', 'Micheline Presle', 'Saturnin Fabre']",Marcel L'Herbier,67455
3258,"['Brian Donlevy', 'Walter Brennan', 'Anna Lee']",Fritz Lang,22178
3259,"['John Malkovich', 'Agnès Soral', 'Volker Spengler']",Volker Schlöndorff,48213
3260,"['Gregory Peck', 'Ava Gardner', 'Fred Astaire']",Stanley Kramer,35412
3261,"['John Ireland', 'Sheila Ryan', 'Hugh Beaumont']",Anthony Mann,43463
3262,"['Molly Gross', 'Jason Bortz', 'Marisa Ryan']",Kristine Peterson,59939
3263,"['Paul Robeson', 'Elisabeth Welch', 'Esme Percy']",J. Elder Wills,159727
3264,"['Paul Robeson', 'Elisabeth Welch', 'Roy Emerton']",J. Elder Wills,244151
3265,"['Walter Matthau', 'Robert Shaw', 'Martin Balsam']",Joseph Sargent,8333
3266,"['Tom Hanks', 'John Candy', 'Rita Wilson']",Nicholas Meyer,19259
3267,"['Kevin Costner', 'Tommy Lee Jones', 'Gary Oldman']",Oliver Stone,820
3268,"['John Candy', 'Jeffrey Jones', 'Annie Potts']",Paul Flaherty,11718
3269,"['John Lithgow', 'Melinda Dillon', 'Margaret Langrick']",William Dear,8989
3270,"['Michael Schoeffling', 'Robert Duvall', 'Gary Busey']",Stuart Rosenberg,32031
3271,"['Madonna', 'Sean Penn', 'Paul Freeman']",Jim Goddard,58048
3272,"['Madonna', 'Griffin Dunne', 'Bibi Besch']",James Foley,26827
3273,"['Meryl Streep', 'Ed Begley Jr.', 'Linda Hunt']",Susan Seidelman,11157
3274,"['Michael E. Knight', 'Phoebe Cates', 'Emmanuelle Béart']",Tom McLoughlin,28370
3275,"['Kim Basinger', 'Bruce Willis', 'John Larroquette']",Blake Edwards,918
3276,"['Jeff Bridges', 'Kim Basinger', 'Rip Torn']",Robert Benton,61178
3277,"['Jim Henson', 'Frank Oz', 'Jerry Nelson']",James Frawley,11176
3278,"['Jim Henson', 'Frank Oz', 'Dave Goelz']",Jim Henson,14900
3279,"['Jim Henson', 'Frank Oz', 'Dave Goelz']",Frank Oz,11899
3280,"['Waylon Jennings', 'Sandra Bernhard', 'John Candy']",Ken Kwapis,36536
3281,"['John Goodman', 'Jay Leno', 'Walter Cronkite']",Simon Wells,18890
3282,"['William Katt', 'Sean Young', 'Patrick McGoohan']",Bill L. Norton,19736
3283,"['Glenda Jackson', 'Ben Kingsley', 'Michael Gambon']",John Irvin,123047
3284,"['M. Emmet Walsh', 'Richard Jordan', 'David Selby']",Jerry Jameson,24575
3285,"['Clifton Webb', 'Barbara Stanwyck', 'Robert Wagner']",Jean Negulesco,16535
3286,"['Kenneth More', 'Ronald Allen', 'Robert Ayres']",Roy Ward Baker,10971
3287,"['Gregory Peck', 'Virginia Mayo', 'Robert Beatty']",Raoul Walsh,23928
3288,"['Benoît Poelvoorde', 'Morgane Simon', 'Bouli Lanners']",Benoît Mariage,31336
3289,"['Julia Roberts', 'Albert Finney', 'Aaron Eckhart']",Steven Soderbergh,462
3290,"['Devon Sawa', 'Ali Larter', 'Kerr Smith']",James Wong,9532
3291,"['Jeanie Drynan', 'Linal Haft', 'Russell Dykstra']",Christina Andreef,117259
3292,"['Anjela Lauren Smith', 'Caroline Chikezie', 'Don Warrington']",Julian Henriques,78231
3293,"['Tchéky Karyo', 'Jack Wallace', 'André Lacombe']",Jean-Jacques Annaud,2383
3294,"['Brian Donlevy', 'Ella Raines', 'Charles Coburn']",Arthur Lubin,25503
3295,"['William Holden', 'Jennifer Jones', 'Torin Thatcher']",Henry King,53879
3296,"['Margarita Terekhova', 'Oleg Yankovskiy', 'Alla Demidova']",Andrei Tarkovsky,1396
3297,"['Burt Lancaster', 'Nick Cravat', 'Eva Bartok']",Robert Siodmak,11570
3298,"['Susan Sarandon', 'Geena Davis', 'Harvey Keitel']",Ridley Scott,1541
3299,"['Michael York', 'Angela Lansbury', 'Anthony Higgins']",Harold Prince,150043
3300,"['Al Pacino', 'Jack Warden', 'John Forsythe']",Norman Jewison,17443
3301,"['John Belushi', 'Tim Matheson', 'John Vernon']",John Landis,8469
3302,"['Tracy Camilla Johns', 'Tommy Redmond Hicks', 'John Canada Terrell']",Spike Lee,27995
3303,"['Samuel L. Jackson', 'Laurence Fishburne', 'Giancarlo Esposito']",Spike Lee,36739
3304,"['Danny Aiello', 'Ossie Davis', 'Ruby Dee']",Spike Lee,925
3305,"['Denzel Washington', 'Spike Lee', 'Wesley Snipes']",Spike Lee,41823
3306,"['Spike Lee', 'Annabella Sciorra', 'Ruby Dee']",Spike Lee,1713
3307,"['Clint Eastwood', 'Lee J. Cobb', 'Susan Clark']",Don Siegel,26170
3308,"['Jon Voight', 'Faye Dunaway', 'Ricky Schroder']",Franco Zeffirelli,30547
3309,[],Nick Park,54825
3310,"['Charles Bronson', 'Hope Lange', 'Vincent Gardenia']",Michael Winner,13939
3311,"['Charles Bronson', 'Jill Ireland', 'Vincent Gardenia']",Michael Winner,14373
3312,"['Charles Bronson', 'Deborah Raffin', 'Ed Lauter']",Michael Winner,24873
3313,"['Charles Bronson', 'Kay Lenz', 'John P. Ryan']",J. Lee Thompson,26263
3314,"['Charles Bronson', 'Lesley-Anne Down', 'Michael Parks']",Allan A. Goldstein,34746
3315,"['Fred MacMurray', 'Barbara Stanwyck', 'Edward G. Robinson']",Billy Wilder,996
3316,"['Julia Roberts', 'Campbell Scott', ""Vincent D'Onofrio""]",Joel Schumacher,9079
3317,"['Vanilla Ice', 'Kristin Minter', 'Naomi Campbell']",David Kellogg,1496
3318,"['Judith Hoag', 'Elias Koteas', 'Josh Pais']",Steve Barron,1498
3319,"['Paige Turco', 'David Warner', 'Michelan Sisti']",Michael Pressman,1497
